Field	Time	LHJC_X	LHJC_Y	LHJC_Z	RHJC_X	RHJC_Y	RHJC_Z	LKJC_X	LKJC_Y	LKJC_Z	RKJC_X	RKJC_Y	RKJC_Z	LAJC_X	LAJC_Y	LAJC_Z	RAJC_X	RAJC_Y	RAJC_Z	LTOO_X	LTOO_Y	LTOO_Z	PELO_X	PELO_Y	PELO_Z	PELP_X	PELP_Y	PELP_Z	RTOO_X	RTOO_Y	RTOO_Z	TRXO_X	TRXO_Y	TRXO_Z	TRXP_X	TRXP_Y	TRXP_Z
663	6.6200	-54.147339	-197.737122	891.936340	93.229820	-200.023926	890.924561	-96.797440	-244.276505	487.179626	126.811829	-245.003128	477.343353	-105.658531	-259.478546	69.750160	140.545319	-254.908920	73.420410	-125.219078	-99.977531	60.118416	19.541241	-198.880554	891.430420	20.521639	-187.913422	1038.416992	195.719025	-99.616531	61.781544	2.923725	-146.351807	1385.827026	4.922891	-152.626511	1193.723999
664	6.6300	-54.203545	-197.461639	891.915283	93.174553	-199.682175	890.892212	-96.811104	-244.058060	487.159546	126.713753	-244.806152	477.335938	-105.661911	-259.489136	69.735641	140.498810	-254.905350	73.407021	-125.206650	-99.983231	60.152962	19.485508	-198.571915	891.403870	20.473251	-187.524612	1038.384277	195.688675	-99.615417	61.812580	2.902963	-145.826050	1385.748535	4.931442	-152.295883	1193.447998
665	6.6400	-54.262714	-197.167267	891.896729	93.116638	-199.296219	890.859680	-96.828232	-243.812363	487.138489	126.612175	-244.579132	477.329559	-105.667717	-259.493988	69.720192	140.451019	-254.898346	73.393661	-125.198929	-99.983627	60.183720	19.426962	-198.231735	891.378296	20.423151	-187.092377	1038.351807	195.659897	-99.611687	61.845612	2.874197	-145.270554	1385.692871	4.938402	-151.914352	1193.203613
666	6.6500	-54.321995	-196.849640	891.878601	93.058853	-198.863983	890.825195	-96.847046	-243.539169	487.116272	126.509789	-244.322113	477.323242	-105.675461	-259.492981	69.704285	140.402222	-254.888062	73.380424	-125.195366	-99.978745	60.210278	19.368433	-197.856812	891.352051	20.373581	-186.618256	1038.317871	195.632828	-99.605644	61.879658	2.840522	-144.687775	1385.650635	4.945187	-151.485077	1192.982178
667	6.6600	-54.378387	-196.504593	891.858948	93.004112	-198.384033	890.787598	-96.865730	-243.239243	487.092865	126.409218	-244.036636	477.316132	-105.684647	-259.486450	69.688347	140.352524	-254.875214	73.367424	-125.195351	-99.968781	60.232334	19.312866	-197.444351	891.323303	20.326763	-186.104187	1038.281372	195.607697	-99.598007	61.914024	2.804424	-144.080444	1385.612793	4.952532	-151.012436	1192.774414
668	6.6700	-54.429111	-196.128372	891.836060	92.955109	-197.855576	890.745911	-96.882523	-242.914154	487.068237	126.312866	-243.725540	477.307739	-105.694763	-259.474579	69.672867	140.301788	-254.860703	73.354782	-125.198212	-99.954094	60.249603	19.263000	-196.991974	891.291138	20.285048	-185.551163	1038.241333	195.584473	-99.589828	61.948284	2.767779	-143.451935	1385.572266	4.960513	-150.500580	1192.572388
669	6.6800	-54.471634	-195.717758	891.808655	92.914307	-197.278519	890.699585	-96.895782	-242.565781	487.042603	126.222832	-243.392349	477.297760	-105.705315	-259.457703	69.658310	140.250000	-254.845474	73.342651	-125.203430	-99.934998	60.261814	19.221340	-196.498138	891.254211	20.250368	-184.960556	1038.196777	195.563202	-99.582100	61.982079	2.731922	-142.805710	1385.523804	4.968268	-149.953354	1192.369995
670	6.6900	-54.503864	-195.270340	891.776001	92.883705	-196.653442	890.648376	-96.903969	-242.196320	487.016144	126.140816	-243.040955	477.286285	-105.715828	-259.436157	69.645126	140.196960	-254.830536	73.331230	-125.210464	-99.911850	60.268642	19.189926	-195.961929	891.212341	20.224251	-184.332962	1038.147583	195.543701	-99.575874	62.015198	2.697763	-142.145615	1385.463989	4.975088	-149.375305	1192.163086
671	6.7000	-54.524193	-194.784607	891.737915	92.864868	-195.981628	890.592773	-96.905823	-241.807755	486.989349	126.068024	-242.675140	477.273590	-105.725784	-259.410156	69.633835	140.142578	-254.816772	73.320702	-125.218880	-99.884926	60.269680	19.170338	-195.383148	891.165405	20.208208	-183.669235	1038.093872	195.525925	-99.572067	62.047489	2.665955	-141.475372	1385.391724	4.980130	-148.769989	1191.949707
672	6.7100	-54.531639	-194.259888	891.694763	92.858734	-195.264969	890.533264	-96.900345	-241.401917	486.962708	126.005142	-242.298126	477.260193	-105.734749	-259.379730	69.624878	140.086761	-254.804794	73.311310	-125.228348	-99.854362	60.264439	19.163553	-194.762421	891.114136	20.202852	-182.969894	1038.036377	195.509842	-99.571304	62.078728	2.637054	-140.798401	1385.307983	4.982689	-148.140457	1191.730957
673	6.7200	-54.525856	-193.696335	891.647217	92.865601	-194.505829	890.470764	-96.886749	-240.980194	486.936798	125.952286	-241.912369	477.246735	-105.742271	-259.345032	69.618698	140.029465	-254.794861	73.303223	-125.238579	-99.820297	60.252426	19.169874	-194.101074	891.059021	20.208790	-182.235916	1037.975342	195.495300	-99.573921	62.108822	2.611682	-140.117615	1385.215576	4.982533	-147.489456	1191.509155
674	6.7300	-54.507172	-193.095016	891.596313	92.885132	-193.707153	890.406189	-96.864578	-240.543671	486.912354	125.909103	-241.519272	477.233795	-105.747910	-259.305664	69.615692	139.970795	-254.787064	73.296631	-125.249489	-99.782539	60.233051	19.188984	-193.401077	891.001343	20.225840	-181.468475	1037.912231	195.482330	-99.579895	62.137585	2.590647	-139.435196	1385.117065	4.980161	-146.818924	1191.286987
675	6.7400	-54.476467	-192.457611	891.543152	92.916420	-192.872162	890.340393	-96.833702	-240.093033	486.889954	125.874710	-241.119156	477.221863	-105.751205	-259.261475	69.616158	139.910828	-254.781128	73.291618	-125.261169	-99.741066	60.205837	19.219980	-192.664886	890.941772	20.253597	-180.668945	1037.847534	195.470856	-99.588982	62.164928	2.575024	-138.752502	1385.016235	4.976745	-146.130264	1191.068481
676	6.7500	-54.435265	-191.786407	891.488953	92.957947	-192.004410	890.274048	-96.794136	-239.628708	486.870392	125.847878	-240.711304	477.211395	-105.751740	-259.212189	69.620377	139.849808	-254.776474	73.288223	-125.273720	-99.695572	60.170265	19.261339	-191.895432	890.881653	20.291105	-179.839279	1037.782471	195.460922	-99.600540	62.190765	2.566176	-138.069931	1384.916016	4.974285	-145.424515	1190.856689
677	6.7600	-54.385487	-191.084137	891.434998	93.007782	-191.107742	890.207703	-96.746239	-239.150879	486.854095	125.827057	-240.294083	477.202515	-105.748962	-259.157410	69.628456	139.787933	-254.772430	73.286377	-125.287506	-99.645927	60.126057	19.311150	-191.095963	890.821472	20.337414	-178.981796	1037.717529	195.452545	-99.613800	62.215199	2.565724	-137.386948	1384.820068	4.975217	-144.702087	1190.655396
678	6.7700	-54.329372	-190.353821	891.382263	93.063683	-190.186142	890.141541	-96.690422	-238.659805	486.841705	125.810471	-239.865311	477.195099	-105.742363	-259.097015	69.640427	139.725403	-254.768188	73.285919	-125.302803	-99.592102	60.073071	19.367161	-190.269989	890.762024	20.390909	-178.099213	1037.653564	195.445694	-99.627876	62.238426	2.575455	-136.702454	1384.730469	4.982568	-143.963898	1190.466919
679	6.7800	-54.269440	-189.598694	891.331421	93.123154	-189.243744	890.075256	-96.627373	-238.155731	486.833496	125.796394	-239.422333	477.188965	-105.731400	-259.030884	69.656219	139.662491	-254.763000	73.286606	-125.320259	-99.534119	60.011391	19.426861	-189.421219	890.703491	20.450397	-177.194916	1037.590332	195.440414	-99.641830	62.260826	2.597212	-136.014511	1384.647217	4.999593	-143.209564	1190.290894
680	6.7900	-54.208103	-188.822144	891.283020	93.183784	-188.284988	890.008606	-96.557777	-237.639313	486.829651	125.783119	-238.962494	477.183441	-105.715439	-258.959229	69.675674	139.599457	-254.756088	73.288109	-125.340309	-99.472313	59.941418	19.487841	-188.553604	890.645935	20.514227	-176.272308	1037.528198	195.436554	-99.654724	62.282894	2.632738	-135.321014	1384.571411	5.030056	-142.440170	1190.128296
681	6.8000	-54.147789	-188.027374	891.237305	93.243156	-187.314163	889.940796	-96.482430	-237.111389	486.830200	125.769165	-238.483521	477.177795	-105.693878	-258.882324	69.698540	139.536469	-254.746918	73.290047	-125.363617	-99.407089	59.863796	19.547688	-187.670776	890.589172	20.581074	-175.335068	1037.466797	195.434036	-99.665894	62.305370	2.683530	-134.619781	1384.502319	5.076134	-141.655777	1189.977905
682	6.8100	-54.090603	-187.217865	891.194153	93.299194	-186.335892	889.871033	-96.402100	-236.573318	486.834991	125.753403	-237.983734	477.171173	-105.666115	-258.800842	69.724510	139.473709	-254.735168	73.292038	-125.390831	-99.339249	59.779510	19.604300	-186.776871	890.532593	20.649675	-174.386749	1037.405518	195.432678	-99.674744	62.329071	2.750701	-133.908691	1384.437500	5.140995	-140.857498	1189.836914
683	6.8200	-54.038280	-186.396576	891.153259	93.350189	-185.354523	889.798340	-96.317581	-236.026962	486.843811	125.735046	-237.462250	477.162659	-105.631615	-258.715607	69.753288	139.411362	-254.720688	73.293716	-125.422356	-99.269653	59.689762	19.655956	-185.875565	890.475952	20.719221	-173.431213	1037.344238	195.432297	-99.680954	62.354935	2.834867	-133.185959	1384.376343	5.226192	-140.046448	1189.703857
684	6.8300	-53.992073	-185.566528	891.114380	93.394905	-184.374451	889.721802	-96.229538	-235.474564	486.856262	125.713852	-236.919220	477.151276	-105.589905	-258.627655	69.784630	139.349548	-254.703674	73.294785	-125.458733	-99.199364	59.596008	19.701418	-184.970520	890.418091	20.788965	-172.471497	1037.281494	195.432526	-99.684418	62.383938	2.936071	-132.450363	1384.315552	5.332620	-139.223938	1189.574829
685	6.8400	-53.952660	-184.730469	891.076660	93.432716	-183.399841	889.640625	-96.138618	-234.918777	486.871887	125.689972	-236.355774	477.136139	-105.540642	-258.538147	69.818352	139.288467	-254.684418	73.294983	-125.500275	-99.129524	59.499836	19.740032	-184.065186	890.358765	20.858721	-171.510834	1037.217285	195.433151	-99.685181	62.416965	3.053763	-131.701370	1384.253906	5.460046	-138.391602	1189.447876
686	6.8500	-53.920078	-183.890900	891.039856	93.463615	-182.434570	889.554260	-96.045265	-234.362625	486.890411	125.664085	-235.774033	477.116547	-105.483597	-258.448212	69.854439	139.228317	-254.663406	73.294258	-125.547218	-99.061325	59.402931	19.771772	-183.162766	890.297180	20.928440	-170.551483	1037.150513	195.433762	-99.683502	62.454834	3.186816	-130.939041	1384.188599	5.607450	-137.551498	1189.319580
687	6.8600	-53.893879	-183.049957	891.003296	93.488098	-181.481903	889.462280	-95.949799	-233.809204	486.911407	125.637207	-235.176926	477.091980	-105.418800	-258.358917	69.893036	139.169357	-254.641296	73.292694	-125.599396	-98.995689	59.306934	19.797115	-182.265930	890.232788	20.998762	-169.595978	1037.080688	195.434006	-99.679718	62.498096	3.333595	-130.164124	1384.119263	5.772718	-136.705399	1189.188721
688	6.8700	-53.872944	-182.209732	890.966736	93.507324	-180.544754	889.364868	-95.852356	-233.261673	486.934753	125.610802	-234.568008	477.062134	-105.346405	-258.271301	69.934502	139.111877	-254.618622	73.290558	-125.656754	-98.933578	59.213413	19.817192	-181.377243	890.165894	21.070450	-168.645813	1037.008057	195.433426	-99.674141	62.546967	3.492068	-129.377945	1384.044678	5.953243	-135.855667	1189.053711
689	6.8800	-53.855686	-181.371826	890.929932	93.522903	-179.625183	889.262268	-95.752892	-232.723022	486.960388	125.586479	-233.951172	477.026978	-105.266815	-258.186005	69.979385	139.056366	-254.595840	73.288269	-125.718788	-98.875496	59.123821	19.833607	-180.498505	890.096191	21.144592	-167.702469	1036.932129	195.431702	-99.667061	62.601326	3.659933	-128.582474	1383.964233	6.145742	-135.004486	1188.913696
690	6.8900	-53.840160	-180.537796	890.892883	93.536827	-178.724686	889.155151	-95.651237	-232.195847	486.988403	125.566093	-233.330444	476.986786	-105.180595	-258.103577	70.028465	139.003311	-254.573517	73.286522	-125.784874	-98.821838	59.039341	19.848331	-179.631241	890.023987	21.222410	-166.767273	1036.853516	195.428406	-99.658646	62.660614	3.834780	-127.779961	1383.878052	6.346422	-134.154068	1188.768433
691	6.9000	-53.824162	-179.708923	890.856079	93.551285	-177.843964	889.044678	-95.546982	-231.682129	487.019226	125.551506	-232.709595	476.942078	-105.088570	-258.024017	70.082649	138.953323	-254.551712	73.286095	-125.854134	-98.772438	58.960850	19.863565	-178.776474	889.950378	21.305479	-165.841263	1036.773071	195.423279	-99.648842	62.723614	4.014245	-126.973000	1383.787476	6.551805	-133.306503	1188.619629
692	6.9100	-53.805386	-178.886627	890.819885	93.568611	-176.983109	888.932190	-95.439644	-231.183212	487.053497	125.544518	-232.092056	476.893738	-104.991646	-257.947205	70.142937	138.907074	-254.530579	73.287949	-125.925568	-98.726982	58.889061	19.881611	-177.934891	889.876038	21.395184	-164.925720	1036.691406	195.415878	-99.637550	62.788876	4.196152	-126.164421	1383.694092	6.758397	-132.464493	1188.468994
693	6.9200	-53.781590	-178.072250	890.785278	93.591034	-176.141724	888.819214	-95.328667	-230.699570	487.091705	125.546799	-231.480484	476.842743	-104.890884	-257.872742	70.210297	138.865250	-254.509903	73.293144	-125.997963	-98.684738	58.824303	19.904728	-177.107010	889.802307	21.492893	-164.022095	1036.610107	195.405960	-99.624443	62.854214	4.378644	-125.357193	1383.598511	6.962966	-131.629913	1188.317749
694	6.9300	-53.750778	-177.267395	890.753357	93.620514	-175.319000	888.707520	-95.213409	-230.230667	487.134644	125.559715	-230.876770	476.790436	-104.787376	-257.800018	70.285538	138.828522	-254.489487	73.302666	-126.069885	-98.644936	58.766811	19.934870	-176.293228	889.730530	21.599789	-163.132294	1036.530762	195.393082	-99.609154	62.917313	4.560280	-124.554367	1383.503540	7.163425	-130.805588	1188.169189
695	6.9400	-53.711189	-176.474075	890.725220	93.658821	-174.514084	888.599060	-95.093399	-229.774963	487.182983	125.584450	-230.281830	476.738129	-104.682320	-257.728180	70.369164	138.797531	-254.468857	73.317474	-126.139923	-98.606384	58.716465	19.973814	-175.494110	889.662231	21.716684	-162.258499	1036.454834	195.377014	-99.591087	62.975273	4.740088	-123.759010	1383.411011	7.357941	-129.993866	1188.026001
696	6.9500	-53.661575	-175.694809	890.702454	93.707138	-173.726273	888.495605	-94.968132	-229.329971	487.237183	125.621765	-229.695450	476.687347	-104.576797	-257.656738	70.461189	138.772705	-254.447815	73.338272	-126.206551	-98.568214	58.673218	20.022781	-174.710541	889.598999	21.844151	-161.403610	1036.384277	195.357239	-99.569954	63.025265	4.917592	-122.974274	1383.323242	7.545789	-129.197968	1187.891357
697	6.9600	-53.601086	-174.932785	890.686340	93.766273	-172.955292	888.399109	-94.837402	-228.892212	487.297363	125.672089	-229.116272	476.639435	-104.471794	-257.585144	70.561012	138.754318	-254.426208	73.365402	-126.268089	-98.529495	58.636887	20.082594	-173.944077	889.542847	21.982288	-160.570999	1036.321045	195.333252	-99.545509	63.064342	5.092790	-122.203415	1383.241821	7.726835	-128.421066	1187.767578
698	6.9700	-53.529396	-174.192001	890.678345	93.836533	-172.201584	888.311340	-94.701233	-228.457458	487.363037	125.735535	-228.541779	476.595428	-104.368225	-257.513092	70.667175	138.742401	-254.403946	73.398750	-126.322968	-98.489479	58.607365	20.153568	-173.196823	889.494812	22.130646	-159.764603	1036.266602	195.304642	-99.517670	63.089745	5.266103	-121.449722	1383.168701	7.901810	-127.666901	1187.657837
699	6.9800	-53.446621	-173.477295	890.679565	93.917740	-171.466522	888.233704	-94.559944	-228.020798	487.433014	125.811890	-227.968216	476.556183	-104.266769	-257.440918	70.777267	138.736526	-254.381531	73.437515	-126.369598	-98.447945	58.584713	20.235565	-172.471909	889.456604	22.288586	-158.988541	1036.222656	195.270737	-99.486969	63.099167	5.438291	-120.716568	1383.105347	8.072373	-126.939598	1187.564819
700	6.9900	-53.353359	-172.794464	890.690735	94.009270	-170.752640	888.167297	-94.414276	-227.577164	487.505157	125.900719	-227.390686	476.521729	-104.167862	-257.369354	70.887848	138.736023	-254.359665	73.480133	-126.406448	-98.405037	58.569069	20.327957	-171.773575	889.429016	22.454758	-158.247375	1036.190063	195.230804	-99.454117	63.090935	5.610347	-120.007462	1383.053223	8.239955	-126.243446	1187.491455
701	7.0000	-53.250488	-172.149948	890.712158	94.110199	-170.063477	888.112854	-94.265343	-227.121338	487.576416	126.001434	-226.803131	476.491425	-104.071770	-257.299744	70.994324	138.739731	-254.339813	73.524124	-126.432106	-98.361450	58.560871	20.429857	-171.106705	889.412598	22.627544	-157.545563	1036.169312	195.184067	-99.420631	63.064285	5.783393	-119.325974	1383.012085	8.406955	-125.583237	1187.438599
702	7.0100	-53.139030	-171.550827	890.743103	94.219467	-169.403854	888.070190	-94.114670	-226.648514	487.642426	126.113403	-226.198303	476.463501	-103.978455	-257.234070	71.091064	138.746109	-254.323746	73.566101	-126.445412	-98.318420	58.560635	20.540218	-170.477341	889.406738	22.805195	-156.887558	1036.159790	195.129715	-99.388336	63.019440	5.958566	-118.675743	1382.981323	8.575444	-124.964050	1187.407593
703	7.0200	-53.020267	-171.004425	890.781982	94.335770	-168.779358	888.038269	-93.964203	-226.154572	487.697784	126.235977	-225.567963	476.434967	-103.887726	-257.174805	71.171455	138.753189	-254.313919	73.601639	-126.445366	-98.277649	58.569057	20.657751	-169.891891	889.410278	22.985664	-156.277451	1036.160156	195.066864	-99.359718	62.957935	6.136904	-118.060478	1382.958984	8.747484	-124.390518	1187.398438
704	7.0300	-52.895309	-170.517960	890.826172	94.457970	-168.196320	888.015076	-93.816284	-225.636551	487.735809	126.368698	-224.902878	476.401428	-103.799217	-257.124817	71.228157	138.758759	-254.313049	73.625420	-126.431313	-98.241348	58.586826	20.781332	-169.357147	889.420776	23.166912	-155.718750	1036.167480	194.994888	-99.337555	62.882549	6.319277	-117.483749	1382.942627	8.925103	-123.867889	1187.409912
705	7.0400	-52.765190	-170.097916	890.871338	94.585022	-167.661148	887.997498	-93.673508	-225.093002	487.749023	126.511398	-224.193100	476.356873	-103.712425	-257.087555	71.253426	138.760361	-254.324310	73.631386	-126.402901	-98.212234	58.614586	20.909916	-168.879532	889.434570	23.346989	-155.214539	1036.177979	194.913010	-99.324883	62.797470	6.506323	-116.949059	1382.927368	9.109563	-123.400230	1187.439575
706	7.0500	-52.630775	-169.749664	890.912231	94.716042	-167.179993	887.980835	-93.538750	-224.524353	487.729279	126.664177	-223.427948	476.293915	-103.626923	-257.066284	71.239571	138.755463	-254.350906	73.612984	-126.360237	-98.192970	58.652588	21.042633	-168.464844	889.446533	23.524099	-154.766891	1036.186035	194.820923	-99.324890	62.708111	6.698410	-116.459671	1382.907104	9.301922	-122.991158	1187.482544
