Field	Time	PELO_X	PELO_Y	PELO_Z	PELP_X	PELP_Y	PELP_Z	LTOO_X	LTOO_Y	LTOO_Z	RTOO_X	RTOO_Y	RTOO_Z	LHJC_X	LHJC_Y	LHJC_Z	RHJC_X	RHJC_Y	RHJC_Z	LKJC_X	LKJC_Y	LKJC_Z	RKJC_X	RKJC_Y	RKJC_Z	LAJC_X	LAJC_Y	LAJC_Z	RAJC_X	RAJC_Y	RAJC_Z	TRXO_X	TRXO_Y	TRXO_Z	TRXP_X	TRXP_Y	TRXP_Z
589	5.8800	-36.850334	-272.202087	887.546326	-34.387367	-261.842285	1034.559570	-214.137558	-188.872421	58.838593	162.007446	-195.506866	64.022217	-110.314713	-277.821228	889.272766	36.614048	-266.583008	885.819824	-156.292801	-340.604645	488.124847	77.660545	-331.221252	476.545654	-175.338135	-344.584167	69.892372	101.945297	-348.603027	73.048637	-61.572517	-242.730698	1383.435059	-59.688885	-241.943680	1186.564209
590	5.8900	-37.016140	-272.012360	887.522278	-34.561977	-261.661285	1034.536255	-214.128082	-188.932465	58.865910	162.030380	-195.439835	63.983963	-110.487633	-277.541107	889.237732	36.455357	-266.483612	885.806824	-156.431656	-340.536102	488.117889	77.576706	-331.013214	476.543213	-175.339050	-344.648895	69.890160	101.975807	-348.536530	73.051704	-61.498699	-242.991898	1383.521484	-59.830456	-241.917953	1186.706909
591	5.9000	-37.188023	-271.816010	887.500427	-34.742367	-261.478485	1034.515503	-214.124115	-188.983093	58.886108	162.044846	-195.383148	63.951656	-110.665443	-277.268616	889.205872	36.289391	-266.363373	885.794983	-156.565918	-340.467529	488.113342	77.497177	-330.775909	476.542358	-175.341522	-344.702515	69.890953	101.997864	-348.480682	73.055748	-61.425220	-243.235565	1383.606934	-59.971691	-241.886642	1186.852295
592	5.9100	-37.365746	-271.611511	887.480591	-34.928177	-261.292206	1034.497070	-214.125366	-189.022964	58.899044	162.050232	-195.338425	63.926323	-110.847946	-277.002075	889.177002	36.116459	-266.220947	885.784180	-156.695770	-340.396484	488.110748	77.421928	-330.511414	476.540985	-175.346237	-344.743896	69.894562	102.010315	-348.436920	73.060410	-61.352268	-243.462265	1383.690796	-60.110928	-241.849915	1186.999878
593	5.9200	-37.548820	-271.397339	887.462585	-35.118858	-261.101227	1034.480835	-214.131470	-189.051346	58.904900	162.046280	-195.306519	63.908672	-111.034752	-276.739349	889.151062	35.937115	-266.055328	885.774170	-156.821487	-340.320221	488.109589	77.350479	-330.220947	476.536987	-175.353714	-344.772614	69.900726	102.012474	-348.406067	73.065186	-61.279827	-243.672470	1383.772583	-60.246788	-241.807648	1187.148926
594	5.9300	-37.736626	-271.172089	887.446350	-35.313683	-260.904053	1034.466675	-214.142059	-189.068420	58.904327	162.032822	-195.287552	63.899120	-111.225304	-276.478333	889.127747	35.752060	-265.865875	885.764893	-156.943375	-340.236115	488.109375	77.281975	-329.904999	476.528778	-175.364090	-344.789001	69.909058	102.004074	-348.388245	73.069588	-61.207680	-243.866806	1383.852173	-60.377991	-241.759842	1187.299072
595	5.9400	-37.928337	-270.934479	887.431580	-35.511700	-260.699799	1034.454346	-214.156616	-189.075043	58.898327	162.009995	-195.280960	63.897728	-111.418892	-276.216614	889.106995	35.562218	-265.652313	885.756165	-157.061691	-340.141541	488.109711	77.215248	-329.563477	476.514984	-175.377274	-344.794128	69.919090	101.985291	-348.382935	73.073112	-61.135441	-244.045822	1383.928833	-60.503220	-241.706528	1187.449219
596	5.9500	-38.123062	-270.683411	887.418274	-35.711845	-260.487579	1034.443848	-214.174622	-189.072815	58.888264	161.978073	-195.285461	63.904263	-111.614708	-275.951996	889.088623	35.368584	-265.414856	885.747986	-157.176666	-340.034332	488.110382	77.148941	-329.195618	476.494904	-175.392853	-344.789795	69.930222	101.956764	-348.389069	73.075287	-61.062599	-244.210144	1384.002441	-60.621189	-241.647980	1187.598999
597	5.9600	-38.319664	-270.418121	887.406189	-35.913055	-260.266937	1034.434937	-214.195358	-189.063873	58.875790	161.937500	-195.299164	63.918137	-111.811745	-275.682098	889.072327	35.172409	-265.154114	885.740173	-157.288330	-339.912537	488.111145	77.081688	-328.800354	476.468170	-175.410156	-344.778290	69.941803	101.919548	-348.404846	73.075722	-60.988548	-244.360336	1384.072754	-60.730957	-241.584137	1187.747559
598	5.9700	-38.517101	-270.138031	887.395203	-36.114182	-260.037689	1034.427490	-214.218018	-189.050659	58.862720	161.888809	-195.319931	63.938580	-112.009048	-275.404938	889.057800	34.974842	-264.871155	885.732666	-157.396622	-339.774506	488.112000	77.012344	-328.376617	476.434845	-175.428329	-344.762238	69.953110	101.874985	-348.428589	73.074150	-60.912598	-244.497025	1384.139282	-60.831470	-241.515305	1187.894165
599	5.9800	-38.714157	-269.842834	887.385193	-36.313988	-259.800018	1034.421509	-214.241577	-189.035522	58.850792	161.832642	-195.345428	63.964703	-112.205536	-275.118530	889.044861	34.777222	-264.567139	885.725525	-157.501404	-339.618958	488.112915	76.940117	-327.923462	476.395355	-175.446548	-344.744171	69.963417	101.824654	-348.458130	73.070389	-60.834045	-244.620819	1384.201904	-60.922085	-241.441971	1188.038208
600	5.9900	-38.909771	-269.532501	887.376038	-36.511360	-259.554443	1034.416748	-214.264984	-189.020721	58.841663	161.769638	-195.373383	63.995548	-112.400261	-274.821289	889.033325	34.580719	-264.243713	885.718689	-157.602463	-339.444672	488.114014	76.864784	-327.440094	476.350281	-175.463882	-344.726593	69.972008	101.770317	-348.491669	73.064415	-60.752186	-244.732330	1384.260376	-61.002178	-241.364517	1188.179077
601	6.0000	-39.102833	-269.207245	887.367615	-36.705112	-259.301697	1034.413208	-214.287064	-189.007813	58.836597	161.700500	-195.401901	64.030205	-112.592232	-274.511749	889.022949	34.386570	-263.902740	885.712280	-157.699615	-339.250488	488.115326	76.786720	-326.926208	476.300171	-175.479660	-344.711334	69.978249	101.713684	-348.527618	73.056320	-60.666355	-244.832153	1384.314331	-61.071342	-241.283295	1188.316162
602	6.0100	-39.292503	-268.867554	887.359863	-36.894310	-259.042938	1034.410889	-214.306625	-188.997879	58.836552	161.625900	-195.429443	64.067970	-112.780731	-274.188873	889.013611	34.195721	-263.546234	885.706177	-157.792801	-339.034943	488.116913	76.706924	-326.381989	476.245789	-175.493362	-344.699677	69.981621	101.656387	-348.564758	73.046272	-60.575947	-244.920914	1384.363647	-61.129364	-241.199234	1188.449219
603	6.0200	-39.478054	-268.514038	887.352844	-37.077961	-258.779297	1034.409790	-214.322556	-188.991058	58.841900	161.546539	-195.455032	64.108261	-112.965103	-273.851868	889.005249	34.009003	-263.176208	885.700378	-157.882065	-338.796478	488.118835	76.626938	-325.807831	476.187653	-175.504807	-344.692108	69.981735	101.599846	-348.602325	73.034592	-60.480434	-244.999176	1384.408081	-61.175980	-241.112946	1188.577759
604	6.0300	-39.658924	-268.147461	887.346375	-37.255314	-258.512329	1034.409912	-214.333923	-188.987045	58.852707	161.463043	-195.478424	64.150795	-113.144928	-273.500122	888.997803	33.827072	-262.794830	885.694946	-157.967590	-338.533051	488.120941	76.548637	-325.204712	476.126312	-175.513916	-344.688568	69.978386	101.545158	-348.640198	73.021652	-60.379395	-245.067520	1384.447510	-61.211304	-241.025360	1188.701660
605	6.0400	-39.834816	-267.768738	887.340576	-37.425632	-258.243561	1034.411133	-214.340073	-188.984695	58.868450	161.376205	-195.499756	64.195412	-113.319954	-273.133331	888.991455	33.650322	-262.404114	885.689697	-158.049713	-338.242218	488.123199	76.474113	-324.573090	476.062347	-175.521042	-344.688049	69.971550	101.493134	-348.678528	73.007866	-60.272526	-245.126526	1384.481445	-61.235126	-240.937454	1188.820313
606	6.0500	-40.005573	-267.378784	887.335388	-37.588367	-257.974548	1034.413574	-214.340591	-188.982651	58.888435	161.286774	-195.519745	64.242165	-113.490128	-272.751465	888.986267	33.478977	-262.006134	885.684509	-158.128830	-337.921326	488.125427	76.405411	-323.913940	475.996307	-175.526535	-344.689392	69.961342	101.444153	-348.717804	72.993729	-60.159637	-245.176727	1384.509766	-61.247860	-240.849899	1188.933594
607	6.0600	-40.171318	-266.978668	887.330750	-37.743195	-257.706787	1034.417114	-214.335388	-188.979126	58.911636	161.195572	-195.539307	64.291138	-113.655609	-272.354614	888.982361	33.312977	-261.602722	885.679138	-158.205353	-337.567474	488.127380	76.344238	-323.227509	475.928680	-175.530884	-344.690826	69.948036	101.398254	-348.758636	72.979698	-60.040649	-245.218689	1384.532104	-61.249527	-240.763672	1189.041016
608	6.0700	-40.332272	-266.569397	887.326660	-37.889763	-257.441742	1034.421875	-214.324677	-188.972519	58.937027	161.103516	-195.559311	64.342445	-113.816689	-271.943207	888.979980	33.152142	-261.195587	885.673340	-158.279633	-337.177795	488.128967	76.291893	-322.513458	475.860107	-175.534500	-344.690735	69.932068	101.355179	-348.801392	72.966225	-59.915619	-245.252869	1384.548340	-61.239994	-240.679916	1189.142700
609	6.0800	-40.488789	-266.151978	887.323059	-38.027882	-257.180664	1034.427612	-214.308899	-188.961395	58.963509	161.011581	-195.580566	64.396088	-113.973724	-271.517731	888.979248	32.996151	-260.786224	885.666870	-158.351852	-336.749664	488.130005	76.249084	-321.771149	475.791046	-175.537750	-344.687500	69.913910	101.314407	-348.846313	72.953735	-59.784683	-245.279831	1384.558228	-61.219700	-240.599319	1189.238159
610	6.0900	-40.641254	-265.727386	887.319885	-38.157482	-256.924591	1034.434204	-214.288773	-188.944656	58.990166	160.920776	-195.603378	64.451881	-114.127129	-271.078857	888.980408	32.844624	-260.375885	885.659363	-158.421967	-336.280945	488.130493	76.215843	-320.999298	475.721954	-175.540695	-344.679749	69.894112	101.275269	-348.892944	72.942604	-59.648087	-245.300018	1384.561157	-61.188900	-240.522141	1189.326660
611	6.1000	-40.790123	-265.296539	887.316895	-38.278500	-256.674194	1034.441406	-214.265106	-188.921692	59.016163	160.832092	-195.627533	64.509468	-114.277359	-270.627563	888.983398	32.697109	-259.965576	885.650269	-158.489655	-335.770294	488.130371	76.191620	-320.196320	475.653168	-175.543335	-344.666595	69.873238	101.237061	-348.940430	72.933067	-59.506145	-245.313950	1384.557373	-61.147419	-240.449524	1189.408325
612	6.1100	-40.935734	-264.860413	887.313904	-38.390968	-256.430145	1034.448975	-214.238785	-188.892441	59.040920	160.746460	-195.652267	64.568222	-114.424713	-270.164795	888.988525	32.553242	-259.556061	885.639282	-158.554413	-335.217316	488.129700	76.175255	-319.361053	475.584778	-175.545319	-344.647614	69.851837	101.199036	-348.987305	72.925331	-59.359245	-245.322098	1384.546265	-61.095642	-240.381424	1189.482178
613	6.1200	-41.078285	-264.419861	887.310730	-38.494923	-256.192383	1034.456665	-214.210648	-188.857285	59.064026	160.664764	-195.676392	64.627342	-114.569366	-269.691864	888.995361	32.412788	-259.147888	885.626099	-158.615433	-334.622833	488.128632	76.165184	-318.492859	475.516724	-175.546158	-344.622742	69.830460	101.160461	-349.031708	72.919449	-59.207806	-245.324951	1384.528076	-61.033768	-240.318085	1189.548340
614	6.1300	-41.217945	-263.975739	887.307068	-38.590416	-255.960815	1034.463867	-214.181564	-188.817108	59.085209	160.587753	-195.698257	64.685806	-114.711426	-269.210144	889.003967	32.275536	-258.741364	885.610107	-158.671860	-333.988831	488.127258	76.159637	-317.592316	475.448730	-175.545212	-344.592407	69.809563	101.120712	-349.071381	72.915413	-59.052292	-245.323090	1384.502197	-60.961750	-240.259537	1189.605469
615	6.1400	-41.354549	-263.528900	887.302612	-38.677540	-255.734863	1034.470459	-214.152313	-188.773010	59.104347	160.516129	-195.716064	64.742447	-114.850677	-268.721252	889.014038	32.141579	-258.336578	885.591064	-158.722794	-333.318512	488.125732	76.156662	-316.661804	475.380493	-175.541733	-344.557404	69.789597	101.079247	-349.104034	72.913071	-58.893177	-245.316986	1384.468994	-60.880119	-240.205307	1189.653809
616	6.1500	-41.487831	-263.080109	887.296997	-38.756279	-255.513840	1034.475708	-214.123505	-188.726425	59.121426	160.450531	-195.728271	64.796036	-114.986778	-268.226776	889.025269	32.011116	-257.933472	885.568726	-158.767410	-332.616364	488.124207	76.154449	-315.705994	475.311584	-175.534973	-344.518707	69.770927	101.035599	-349.127655	72.912285	-58.730953	-245.307266	1384.428345	-60.789074	-240.154938	1189.692627
617	6.1600	-41.617329	-262.630219	887.290100	-38.826714	-255.296417	1034.479492	-214.095703	-188.678741	59.136433	160.391510	-195.733780	64.845406	-115.119194	-267.728638	889.037231	31.884533	-257.531860	885.542908	-158.805054	-331.887817	488.122620	76.151344	-314.732239	475.241974	-175.524231	-344.477478	69.753899	100.989265	-349.140656	72.912819	-58.566109	-245.294571	1384.380615	-60.688774	-240.108246	1189.721680
618	6.1700	-41.742329	-262.179932	887.281555	-38.888893	-255.081497	1034.481201	-214.069397	-188.631439	59.149406	160.339661	-195.731979	64.889412	-115.247131	-267.228516	889.049500	31.762478	-257.131348	885.513611	-158.835373	-331.139008	488.120972	76.145996	-313.750336	475.171783	-175.508911	-344.434784	69.738777	100.940002	-349.142090	72.914436	-58.399136	-245.279602	1384.325928	-60.579945	-240.063950	1189.740967
619	6.1800	-41.862041	-261.730103	887.271179	-38.942707	-254.867416	1034.480835	-214.044846	-188.585831	59.160385	160.295624	-195.723328	64.927162	-115.369736	-266.728455	889.061523	31.645653	-256.731720	885.480835	-158.858170	-330.376648	488.119232	76.137360	-312.772766	475.101746	-175.488510	-344.391815	69.725807	100.887383	-349.131897	72.916969	-58.230515	-245.263077	1384.264771	-60.462849	-240.021393	1189.750244
620	6.1900	-41.975552	-261.281403	887.258850	-38.988274	-254.652695	1034.477783	-214.022415	-188.543137	59.169411	160.259964	-195.709000	64.958008	-115.486015	-266.230225	889.072876	31.534918	-256.332581	885.444824	-158.873627	-329.607635	488.117249	76.124702	-311.814148	475.032867	-175.462708	-344.349640	69.715195	100.831192	-349.111084	72.920288	-58.060734	-245.245773	1384.197632	-60.338329	-239.979675	1189.750000
621	6.2000	-42.081902	-260.834717	887.244507	-39.025566	-254.435593	1034.472168	-214.002304	-188.504532	59.176571	160.233353	-195.691010	64.981476	-115.594963	-265.735657	889.083130	31.431164	-255.933792	885.405823	-158.882172	-328.838898	488.114838	76.107651	-310.890411	474.966675	-175.431168	-344.309235	69.707130	100.771278	-349.081177	72.924309	-57.890274	-245.228577	1384.125244	-60.206970	-239.937897	1189.740601
622	6.2100	-42.180130	-260.390900	887.228210	-39.054646	-254.214600	1034.463989	-213.984695	-188.470856	59.181934	160.216293	-195.672073	64.997543	-115.695564	-265.246490	889.092041	31.335310	-255.535309	885.364441	-158.884445	-328.076904	488.111816	76.086014	-310.018066	474.904877	-175.393738	-344.271393	69.701790	100.707565	-349.044739	72.929108	-57.719627	-245.212296	1384.048218	-60.069527	-239.895126	1189.722412
623	6.2200	-42.269352	-259.950745	887.210144	-39.075516	-253.988266	1034.453247	-213.969772	-188.442963	59.185524	160.209274	-195.655212	65.006378	-115.786911	-264.764282	889.099243	31.248205	-255.137207	885.320984	-158.881256	-327.327698	488.108154	76.059929	-309.212952	474.849274	-175.350372	-344.236847	69.699379	100.640244	-349.004639	72.934746	-57.549267	-245.197784	1383.967407	-59.927040	-239.850449	1189.696411
624	6.2300	-42.348816	-259.515259	887.190430	-39.088268	-253.755356	1034.440063	-213.957611	-188.421722	59.187565	160.212585	-195.643448	65.008408	-115.868217	-264.290527	889.104736	31.170588	-254.740005	885.276123	-158.873413	-326.596710	488.103699	76.029755	-308.489258	474.801727	-175.300919	-344.206421	69.700066	100.569725	-348.963928	72.941399	-57.379707	-245.185822	1383.883911	-59.780422	-239.802979	1189.663818
625	6.2400	-42.417892	-259.085480	887.169434	-39.093143	-253.514908	1034.425049	-213.948349	-188.407654	59.188145	160.226395	-195.639435	65.004242	-115.938866	-263.826538	889.108276	31.103081	-254.344406	885.230530	-158.861755	-325.888550	488.098541	75.996056	-307.858521	474.763550	-175.245346	-344.180634	69.704079	100.496742	-348.925507	72.949249	-57.211445	-245.177170	1383.798706	-59.630611	-239.752457	1189.625488
626	6.2500	-42.476135	-258.662506	887.147461	-39.090290	-253.266296	1034.408081	-213.942032	-188.401443	59.187443	160.250580	-195.645187	64.994576	-115.998413	-263.373566	889.110046	31.046137	-253.951492	885.184814	-158.847061	-325.207092	488.092834	75.959610	-307.328705	474.735809	-175.183640	-344.160095	69.711647	100.422340	-348.891815	72.958443	-57.044987	-245.172440	1383.712646	-59.478817	-239.697800	1189.582764
627	6.2600	-42.523304	-258.247498	887.124878	-39.080078	-253.009369	1034.389893	-213.938629	-188.403503	59.185612	160.284821	-195.661575	64.980125	-116.046631	-262.932465	889.110168	31.000027	-253.562546	885.139648	-158.829926	-324.555420	488.086884	75.921349	-306.903168	474.718994	-175.115891	-344.145233	69.723022	100.348022	-348.864502	72.969025	-56.880852	-245.172043	1383.627075	-59.325966	-239.639069	1189.537109
